title,description,publishtime,url,content
"CBC Gem - Power & Politics - Canada approves Pfizer-BioNTech vaccine, nearly two years since Michaels detained in China","December 9, 2020 - The Power Panel on the approval of the Pfizer-BioNTech vaccine. Plus, Michael Kovrig's wife Vina Nadjibulla and his employer Robert Malley nearly two years after his arrest.",2020-12-10T05:54:34.000Z,http://gem.cbc.ca/media/power-politics/canada-approves-pfizer-bio-n-tech-vaccine-nearly-two-years-since-michaels-detained-in-china/44b8224-01374cbd1f1,Not Text Type
"China's Sinopharm vaccine 86% effective, say United Arab Emirates officials | CBC News","The United Arab Emirates said Wednesday a Chinese coronavirus vaccine tested in the federation of sheikdoms is 86 per cent effective, in a statement that provided few details but marked the first public release of information on the efficacy of the shot.",2020-12-09T11:57:30.000Z,http://www.cbc.ca/news/world/vaccine-sinopharm-uae-1.5833823,"The United Arab Emirates said Wednesday a Chinese coronavirus vaccine tested in the federation of sheikdoms is 86 per cent effective, in a statement that provided few details but marked the first public release of information on the efficacy of the shot.The announcement brought yet another shot into the worldwide race for a vaccine to end the pandemic, a scientific effort that has seen China and Russia compete with Western firms for an effective inoculation. While questions remain about the Sinopharm shot, already at least one country outside China plans to roll it out in a mass-vaccination campaign.The U.A.E., home to Dubai and Abu Dhabi, conducted a trial beginning in September of the vaccine by Chinese state-owned pharmaceutical giant Sinopharm involving 31,000 volunteers from 125 nations. Volunteers between 18 and 60 years old received two doses of the vaccine over 28 days.The U.A.E.'s Health and Prevention Ministry announced the results via a statement on the state-run WAM news agency, saying it has ""reviewed Sinopharm CNBG's interim analysis of the Phase III trials.""""The analysis shows no serious safety concerns,"" the statement said, without detailing whether any participant suffered side effects.It wasn't immediately clear if the announced results included only those taking part in the testing in the UAE or if they also include results from China and elsewhere. The statement described the vaccine as receiving ""official registration"" without elaborating on what that meant.Emirati officials and Sinopharm did not respond to questions from The Associated Press.However, calls Wednesday to SEHA, the Abu Dhabi health authority, included an option for individuals to schedule an appointment to receive a ""COVID-19 vaccine."" The centre was swamped with calls following the announcement on the vaccine's efficacy.The Sinopharm vaccine has been approved for emergency use in a few countries and the company is still conducting late-stage clinical trials in 10 countries. Morocco is gearing up for an ambitious COVID-19 vaccination program, aiming to vaccinate 80 per cent of its adults in an operation starting this month that's relying initially on the Sinopharm vaccine.Sinopharm's shot relies on a tested technology, using a killed virus to deliver the vaccine, similar to how polio immunizations are made. Leading Western competitors, like the shot made by Pfizer and its German partner BioNTech, use newer, less-proven technology to target the coronavirus's spike protein using RNA. The United Kingdom already has begun vaccinating people with the Pfizer shot.WATCH | Inside the scramble to mass produce a COVID-19 vaccine:The NationalTop officials in the UAE, including Dubai's ruler, Sheikh Mohammed bin Rashid Al Maktoum, have publicly received the shots as part of the vaccine testing.Already, Pfizer reports its shot as being 95 per cent effective, while another RNA candidate from Moderna appears to be 94.5 per cent effective. Results suggest a third vaccine from Oxford University and AstraZeneca is safe and about 70 per cent effective, but questions remain about how well it may help protect those over 55.In transport, Pfizer says its vaccine must be stored in a freezer at –80 C to –60 C or in a thermal container at –90 C to –60 C. The Moderna vaccine must remain at a temperature of –20 C.The Sinopharm vaccine is believed to be able to travel at a temperature of 2 C to 8 C, a major draw for areas of the world where nearly three billion people live without stable electricity and refrigeration. In November, the Communist Party secretary for Sinopharm said almost one million people in China had received its vaccine.Since the pandemic began, the UAE has detected over 178,000 cases of the virus, with 160,000 recoveries and nearly 600 deaths. Its aggressive testing policy has seen over 17 million tests conducted in a country home to just over nine million people."
"Canada approves Pfizer-BioNTech vaccine, nearly two years since Michaels detained in China","Power & Politics for Wednesday, December 9th with Health Canada Chief Medical Adviser Dr. Supriya Sharma, BioNTech Chief Business & Chief Commercial Officer Sean Marett, COVID-19 Immunity Task Force Co-Chair Dr. David Naylor, Michael Kovrig's wife Vina Nadjibulla and employer Robert Malley, and the Power Panel.",2020-12-09T05:00:00.000Z,http://www.cbc.ca/player/play/1829883971772,Not Text Type
"China's reaction to Meng arrest 'close to barbaric,' says John Bolton.","""If this is the way China behaves before their power increases further in the world, imagine how it will behave after that,"" said former U.S. national security adviser John Bolton.",2020-12-08T21:07:45.000Z,http://www.cbc.ca/player/play/1829217347631,Not Text Type
CBC Gem - Road to the Olympic - Road to the Olympic Games: Alpine World Cup on CBC: Women's Giant Slalom - Courchevel,"Watch some of the best women's skiers in the world compete in Courchevel, France.",2020-12-13T02:28:19.000Z,http://gem.cbc.ca/media/road-to-the-olympic/road-to-the-olympic-games-alpine-world-cup-on-cbc-womens-giant-slalom-courchevel/44b8224-013768d0d12,Not Text Type
"Canada approves Pfizer-BioNTech vaccine, nearly two years since Michaels detained in China | Power and Politics | CBC Podcasts | CBC Listen",,2020-12-09T05:00:00.000Z,http://www.cbc.ca/listen/cbc-podcasts/123-power-and-politics/episode/15813371-canada-approves-pfizer-biontech-vaccine-nearly-two-years-since-michaels-detained-in-china,Not Text Type
Venezuelan opposition claims large turnout in anti-Maduro protest | CBC News,Droves of Venezuelans blaming President Nicolas Maduro for their country's collapse voiced their frustrations Saturday in a creative protest rivalling recent elections they boycotted as fraudulent.,2020-12-13T04:15:45.000Z,http://www.cbc.ca/news/world/venezuela-opposition-maduro-protest-1.5839520,"Droves of Venezuelans blaming President Nicolas Maduro for their country's collapse voiced their frustrations Saturday in a creative protest rivalling recent elections they boycotted as fraudulent.In the so-called ""people's consultation,"" U.S.-backed opposition leader Juan Guaido urged Venezuelans at home and around the world to register their ire through cellphone apps. Others visited makeshift polling stations in cities across Venezuela and in other Latin American Nations, the U.S. and Europe.""Hope has been mobilized in Venezuela,"" Guaido said shortly before the results were announced. ""We must underscore a heroic people who mobilized throughout the country and the world in defence of their rights.""Opposition leaders reported that nearly 6.5 million people responded to the survey. The Associated Press could not independently verify the validity of the figures, and even some opposition election experts questioned the number.The opposition's report said more than 3.2 million participated in person within Venezuela and nearly 850,000 visited centres outside the country, while more than 2.5 million sent in their responses digitally.The survey asked whether people want to end Maduro's rule and hold fresh presidential and legislative elections, and also seek even greater pressure from international allies to make it happen.Though the event had no legal force, opposition leaders said the survey would unify the foes of Maduro. That includes the five million Venezuelans who have fled the nation's hyperinflation and lack of basic services such as reliable running water, electricity and gasoline, they said.Mirla De Lorenzo, a bank employee, visited a center in her Caracas neighborhood to participate, saying she would take any opportunity to express herself if there was any chance it could bring international attention to Venezuela's plight and trigger an end to Maduro's rule.""We're definitely tired of this situation that's brought us nothing but poverty,"" she said, adding that her daughter moved to Spain and her sister migrated to Chile, among relatives who have fled the crisis.""You can't compete with deceitful people, with people who use force, with people who have weapons,"" she said. ""There is no way.""The consultation came days after Maduro's ruling socialist party declared victory in congressional elections that Guaido's coalition boycotted, arguing the vote was a fraud. Canada, the U.S. and the European Union are among the nations and regional bodies that rejected the elections as undemocratic.Guaido, acting as the National Assembly's leader, proclaimed himself interim president in early 2019, arguing that Maduro was an illegitimate leader because his most popular challengers were barred from running in the presidential election the previous year.Guaido quickly won broad support at home among energized supporters who flooded the streets as well as the backing of leaders in dozens of nations, including the U.S. The Trump administration took the lead, imposing sanctions on Maduro, dozens of his political allies and the state-run oil firm PDVSA. The U.S. Justice Department also unveiled an indictment of Maduro charging him with being a ""narcoterrorist,"" and offered a $15 million USreward for his arrest.Nearly two years later, however, Maduro remains in power with control of the military and international allies including Iran, Russia, China, Turkey and Cuba.On Jan. 5, the term of the current opposition-dominated National Assembly ends and Maduro's political allies take over the last governmental body not controlled by the president's socialist party. Guaido and his political allies vow to continue fighting.Risa Grais-Targow, a Venezuela analyst for the Eurasia Group, said that in addition to seeking to unite Venezuelans who don't like Maduro, the symbolic referendum was meant to send a message to international supporters.""They've organized a process for their foreign partners from the U.S. to the European Union and regional governments,"" Grais-Targow said. ""So they can continue to back him even when he's no longer in control of the National Assembly.""The U.S. ambassador for Venezuela, James Story, praised the opposition's survey from Colombia's capital, where he has worked since the U.S. and Venezuela broke diplomatic relations and the U.S. closed its embassy in Caracas.""We're proud to see the people of Venezuela in the street voting for their right to democracy, justice, liberty,"" Story tweeted. ""Their voices have been heard. Democracy must return to Venezuela.""Support among Venezuelans for the opposition has waned amid growing frustrations over Maduro remaining in power.Maduro's popularity is even lower. Just 31 per cent of Venezuela's voters cast ballots in the Dec. 5 congressional elections — less than half the turnout for the 2015 legislative elections.Maduro's ruling party staged a celebration in the historic centre of Caracas on Saturday to mark the victories of their National Assembly candidates, including Maduro's wife and son. Politicians gave speeches condemning the domestic opposition and U.S. policy interference in Venezuela. Salsa music played and people danced.A political talk show on state television Saturday night featured a segment mocking the referendum by showing cellphone videos said to have been recorded by people who drove by survey centers in cities across the nation.""There's nobody, absolutely nobody,"" one unidentified driver says. ""Look there's four people standing around talking nonsense."""
Calgary Zoo pandas return to China,"Clément Lanthier, president and CEO of the Calgary Zoo, explains why the zoo shipped two giant pandas back to China three years earlier than planned.",2020-11-30T05:00:00.000Z,http://www.cbc.ca/player/play/1826170435650,Not Text Type
"More money for small businesses, boardroom diversity, China lands probe on the moon | Business Panel","Our weekend business panel discusses the additional financing for small businesses through the Canada Emergency Business Account loan program. Plus, Nasdaq wants companies listed on the stock exchange to meet diversity requirements. And China's space agency reveals that a lunar space probe will collect samples from the moon.",2020-12-05T18:32:22.000Z,http://www.cbc.ca/player/play/1828170819630,Not Text Type
"18 coal miners killed by carbon monoxide in southwest China, state media reports | CBC News",China's state TV says at least 18 coal miners have been killed by high levels of carbon monoxide in the country's southwest.,2020-12-05T03:27:12.000Z,http://www.cbc.ca/news/world/china-coal-mine-carbon-monoxide-deaths-1.5829925,"China's state TV says at least 18 coal miners have been killed by high levels of carbon monoxide in the country's southwest.One miner was found alive following the disaster Friday in the Diaoshidong mine in Chongqing, the report said.Rescuers are looking for five others.China's coal mining industry used to be the world's deadliest, suffering more than 5,000 fatalities a year.Safety improved dramatically after authorities overhauled the industry starting about 15 years ago."
Canadian detainees in China could be affected by Meng Wanzhou plea deal,"The fate of two Canadians imprisoned in China may hang in the balance, as the U.S. reportedly seeks a plea deal with Meng Wanzhou, the Huawei executive who's been in Canadian custody for two years. China's foreign ministry reacts to these developments as Canada remains pointedly silent.",2020-12-05T03:28:22.000Z,http://www.cbc.ca/player/play/1828011075513,Not Text Type
China's historic lunar mission moves into key phase,"China says the lander-ascender of its Chang'e-5 probe separated from the orbiter-returner and landed on the moon to collect samples, as this animated video shows.",2020-12-01T14:32:34.000Z,http://www.cbc.ca/player/play/1826049603676,Not Text Type
CBC Gem - War of the Worlds - Episode 8,"The epic series finale sees the survivors attempt to turn the tables on their aggressors once and for all. Mokrani and Catherine prepare for the fight of their lives. Emily seeks answers, at any cost.",2020-12-12T22:37:11.000Z,http://gem.cbc.ca/media/war-of-the-worlds/season-1/episode-9/38e815a-01307f4a7f0,Not Text Type
China launches historic space flight to moon,"China's Chang'e 5 spacecraft's main task is to dig into the moon and scoop up two kilograms of rock and debris, before returning to Earth.",2020-11-24T13:30:26.000Z,http://www.cbc.ca/player/play/1823629379603,Not Text Type
U.S. accuses China of 'flagrant violation' of North Korea sanctions | CBC News,"The U.S. State Department on Tuesday accused China of ""flagrant violation"" of its obligation to enforce international sanctions on North Korea and said Washington would offer rewards of up to $5 million US for information about sanctions evasions.",2020-12-01T14:57:02.000Z,http://www.cbc.ca/news/world/united-states-china-north-korea-sanctions-1.5823195,"The U.S. State Department on Tuesday accused China of ""flagrant violation"" of its obligation to enforce international sanctions on North Korea and said Washington would offer rewards of up to $5 million US for information about sanctions evasions.Speaking to Washington's Center for Strategic and International Studies think tank, Deputy Assistant Secretary for North Korea Alex Wong accused China of ""seeking to undo"" the United Nations sanctions regime aimed at persuading North Korea to give up its nuclear weapons.Wong said China had continued to host at least 20,000 North Korean labourers in violation of UN bans and that in the past year the United States had observed ships carrying prohibited coal or other sanctioned goods from North Korea to China on 555 separate occasions.""On none of these occasions did the Chinese authorities act to stop these illicit imports. Not once,"" Wong said.He noted that China currently hosted no fewer that two dozen North Korea representatives connected to Pyongyang's weapons of mass destruction programs or banks.He accused China of ""seeking to undo the UN sanctions regime they themselves voted for in 2006, in 2009, in 2013, in 2016, and in 2017.""""They are seeking to revive trade links and revenue transfers to the North, thereby ensuring Chinese reach into the North's economy,"" he said.China insists it abides by UN sanctions requirements on North Korea, although it has also expressed hope, along with Russia, that an easing of those conditions could help break the deadlock in nuclear talks between Washington and Pyongyang."
"China successfully lands spacecraft on moon, prepares to collect lunar rocks | CBC News","China successfully landed a spacecraft on the moon's surface on Tuesday in a historic mission to retrieve lunar surface samples, Chinese state media reported.",2020-12-01T13:54:21.000Z,http://www.cbc.ca/news/technology/change-moon-landing-china-1.5823155,"China successfully landed a spacecraft on the moon's surface on Tuesday in a historic mission to retrieve lunar surface samples, Chinese state media reported.China launched its Chang'e-5 probe on Nov. 24. The uncrewed mission, named after the mythical Chinese goddess of the moon, aims to collect lunar material to help scientists learn more about the moon's origins.The mission will attempt to collect two kilograms of samples in a previously unvisited area in a massive lava plain known as Oceanus Procellarum, or ""Ocean of Storms.""If the mission is completed as planned, it would make China the third nation to have retrieved lunar samples after the United States and the Soviet Union.China's Chang'e-5 spacecraft successfully lands on the near side of the moon <a href=""https://t.co/FDgFTxf5HD"">https://t.co/FDgFTxf5HD</a> <a href=""https://t.co/m8v2zAkiJz"">pic.twitter.com/m8v2zAkiJz</a>The lander vehicle that touched down on the moon's surface was one of several spacecraft deployed by the Chang'e-5 probe.Upon landing, the lander vehicle is supposed to drill into the ground with a robotic arm, then transfer its soil and rock samples to an ascender vehicle that would lift off and dock with an orbiting module.State broadcaster CCTV said it would start collecting samples on the lunar surface in the next two days. The samples would be transferred to a return capsule for the trip back to Earth, landing in China's Inner Mongolia region.China made its first lunar landing in 2013. In January last year, the Chang'e-4 probe touched down on the far side of the moon, the first space probe from any nation to do so. World"
CBC Gem - David Attenborough's Great Barrier Reef - David Attenborough's Great Barrier Reef - Part 3,"When David Attenborough first visited the Great Barrier Reef almost sixty years ago it seemed to be an ancient and permanent structure, but now it faces its greatest challenge, the devastating impacts of human activity.",2020-12-12T20:24:47.000Z,http://gem.cbc.ca/media/david-attenboroughs-great-barrier-reef/season-1/episode-3/38e815a-0094bffa186,Not Text Type
"Wuhan, China marks 10 months since COVID-19 lockdown","Wuhan, the Chinese city that was ground zero of the coronavirus pandemic, went into lockdown on Jan. 23. Life has returned to nearly normal 10 months later, but residents there still remember the harsh conditions.",2020-11-23T15:34:21.000Z,http://www.cbc.ca/player/play/1823162947644,Not Text Type
China congratulates Biden as president-elect,China has acknowledged Joe Biden as president-elect of the United States in a release from the foreign ministry saying it respects the choice of the American people.,2020-11-13T15:32:18.000Z,http://www.cbc.ca/player/play/1819335747789,Not Text Type
A shortage of China Lily soy sauce is causing panic in Northern BC,Daybreak North host Carolina de Ryk has dipped into the story for us.,2020-11-27T05:00:00.000Z,http://www.cbc.ca/player/play/1824933443813,Not Text Type
'Two innocents in Red China',Author Jacques Hébert recalls travelling to China with Pierre Trudeau in 1960.,2020-11-04T00:49:06.000Z,http://www.cbc.ca/player/play/1789346814,Not Text Type
China Lily auction | Daybreak North with Carolina de Ryk | Live Radio | CBC Listen,"With a shortage of China Lily soy sauce in northern B.C., some people have taken to auctioning it off — even to their own family members.",2020-11-26T05:00:00.000Z,http://www.cbc.ca/listen/live-radio/1-109-daybreak-north/clip/15811020-china-lily-auction,Not Text Type
