,title,description,publishtime,url,content,emotion,subjectivity
10,Say it ain't soy: Why the China Lily shortage is a crisis for northern B.C. cuisine | Daybreak North with Carolina de Ryk | Live Radio | CBC Listen,The CBC's Carolina de Ryk dips in to a saucy investigation.,2020-11-25T05:00:00.000Z,http://www.cbc.ca/listen/live-radio/1-109/clip/15810816,Not Text Type,0.0,1.0
11,Say it ain't soy: Why the China Lily shortage is a crisis for northern B.C. cuisine | Daybreak North with Carolina de Ryk | Live Radio | CBC Listen,The CBC's Carolina de Ryk dips in to a saucy investigation.,2020-11-25T05:00:00.000Z,http://www.cbc.ca/listen/live-radio/1-109-daybreak-north/clip/15810816-say-aint-soy-why-china-lily-shortage-crisis,Not Text Type,0.0,1.0
13,Facing Charges in China,UBC Political Science professor Yves Thiberghien discusses the plight of Michael Spavor and Michael Kovrig on CBC News Network with host Natasha Fatah,2020-06-20T00:04:19.000Z,http://www.cbc.ca/player/play/1753332803595,Not Text Type,-0.009177802873455048,0.4812643515904384
15,"China angered by U.S. arms sales to Taiwan, threatens sanctions | CBC News","China threatened on Thursday to retaliate against the latest U.S. arms sale to Taiwan, as the island welcomed the weapons package but said it was not looking to get into an arms race with Beijing.",2020-10-22T12:27:25.000Z,http://www.cbc.ca/news/world/china-response-us-arms-taiwan-1.5772252,"China threatened on Thursday to retaliate against the latest U.S. arms sale to Chinese-claimed Taiwan, as the island welcomed the weapons package but said it was not looking to get into an arms race with Beijing.The Trump administration has ramped up support for Taiwan through arms sales and visits by senior U.S officials, adding to tensions between Beijing and Washington, already heightened by disagreements over the South China Sea, Hong Kong, human rights and trade.Beijing has applied increasing pressure on democratically ruled Taiwan to accept China's sovereignty, including by flying fighter jets across the sensitive mid-line of the Taiwan Strait, which normally serves as an unofficial buffer.Beijing considers Taiwan a wayward province it has vowed to reunite with the mainland, by force if necessary. Washington considers it an important democratic outpost and is required by law to provide it with the means to defend itself.Responding to the U.S. approval of a potential $1.8 billion US arms sale to Taiwan, China's Foreign Ministry spokesman Zhao Lijian said during a daily news briefing that such sales should stop.The sales ""seriously interfere with China's internal affairs, seriously damage China's sovereignty and security interests, send a seriously wrong signal to Taiwan independence forces and severely damage China-U.S. relations and peace and stability in the Taiwan Strait,"" he said.""China will make a legitimate and necessary response according to how the situation develops,"" Zhao added.He did not give details, but China has sanctioned U.S. companies in the past for selling weapons to Taiwan, though it is unclear what form they have taken.In Taipei, Taiwan Defence Minister Yen De-fa thanked the United States and said the weapons were to help Taiwan improve their defensive capabilities to deal with the ""enemy threat and new situation.""""This includes a credible combat capability and asymmetric warfare capabilities to strengthen our determination to defend ourselves,"" he added.""This shows the importance attached by the United States to security in the Indo-Pacific and Taiwan Strait. We will continue to consolidate our security partnership with the United States.""Yen said they were not looking for confrontation.""We will not engage in an arms race with the Chinese Communists. We will put forward requirements and build fully in accordance with the strategic concept of heavy deterrence, defending our position and defensive needs.""Taiwan's armed forces are dwarfed by China's, which are expanding their capability with new weapons like aircraft carriers and stealth fighters.Taiwan President Tsai Ing-wen has made defence modernization a priority in the face of a rising Chinese threat, particularly ""asymmetric warfare"" capabilities, which refers to making any Chinese attack difficult and costly, for example with smart mines and portable missiles.Like most countries, Washington has no formal diplomatic ties with Taipei, though it is its strongest global backer. The U.S. has been pushing Taiwan to modernize its military so it can become a ""porcupine"" — that is, hard for China to attack.Among other weapons systems, Wednesday's formal notifications to Congress by the State Department were for 11 truck-based rocket launchers made by Lockheed Martin called a High Mobility Artillery Rocket System (HIMARS), for an estimated cost of $436.1 million.The notifications also covered 135 AGM-84H Standoff Land Attack Missile Expanded Response (SLAM-ER) Missiles and related equipment made by Boeing for an estimated $1.008 billion, and six MS-110 Recce external sensor pods made by Collins Aerospace for jets, at an estimated cost of $367.2 million.Further congressional notifications are expected to follow, including drones made by General Atomics and land-based Harpoon anti-ship missiles made by Boeing to serve as coastal defence cruise missiles.The U.S. administration has stepped up pressure on Beijing in the run-up to the Nov. 3 U.S. presidential election, in which President Donald Trump has made a tough approach to China a key foreign policy theme.Last week, the U.S. national security adviser, Robert O'Brien, said that while China probably was not ready to invade Taiwan for now, the island needed to ""fortify itself"" against a future attack or any bid to isolate it through non-military means, such as an embargo.Taiwan has been testing new surface-to-surface missiles, which its media says have the ability to strike deep inside China, potentially giving the island the ability to attack far-off Chinese air bases and command centres.",0.0,0.4812643515904384
16,"If China can operate under one big time zone, why not Canada? | CBC Radio","We're ""falling back"" again... which inevitably brings back the debate over whether it's time to get rid of daylight saving. But what if we took this question one step further and eliminated time zones altogether? It's not that crazy of an idea. China is the third largest country in the world and it only has one time zone! We'll hear from a Uighur Canadian about what it was like growing up in the western-most part of China, where the sun rises at 9:00 a.m.",2020-11-01T09:15:00.000Z,http://www.cbc.ca/radio/costofliving/second-wave-advertising-the-business-of-time-zones-and-banking-while-black-1.5780314/if-china-can-operate-under-one-big-time-zone-why-not-canada-1.5780321,"It's that time again. This weekend many Canadians are ""falling back"" as we adjust the clocks to recognize daylight time.Twice a year, the changing of the clocks stirs debate about why we fall back and spring ahead at all.Farmers, parents of young children, circadian rhythm enthusiasts all have opinions. But what if we took this question one step further and eliminated time zones altogether? It's not as crazy as you might think. China is the third largest country in the world and it only has one time zone!Producer Anis Heydari speaks to a Uighur-Canadian about what it was like growing up in the western-most part of China, where the sun rises at 9:00 a.m.Click 'Listen' at the top of the page to hear this segment, or download the Cost of Living podcast.",0.023,0.3024102564102564
17,China lodges complaint with Canada over Trudeau's 'coercive diplomacy' remarks | CBC News,China said on Wednesday it has lodged solemn representations with Canada on media reports that Prime Minister Justin Trudeau had criticized China over its measures in Hong Kong and Xinjiang.,2020-10-14T12:14:34.000Z,http://www.cbc.ca/news/politics/china-trudeau-50-anniversary-1.5761470,"China said Wednesday it has lodged solemn representations with Canada in response to media reports of Prime Minister Justin Trudeau criticizing China over its measures in Hong Kong and Xinjiang.During a news conference on Tuesday, Trudeau attacked Beijing's human rights record while marking the 50th anniversary of Canada's diplomatic ties with China.""We will continue to work with China for advancing Canadian interests and Canadian producers. At the same time, we will remain absolutely committed to working with our allies to ensure that China's approach of coercive diplomacy, its arbitrary detention of two Canadian citizens, alongside other citizens of other countries around the world, is not viewed as a successful tactic by them,"" he said.""It has put a significant strain on Canada-China relations and we will continue to highlight our concern for the Canadians detained, our concern for the protection of human rights in places like Hong Kong, in Xinjiang province with the Uighurs.""Zhao Lijian, a spokesperson for the Chinese foreign ministry, said the Canadian government had shown hypocrisy and weakness.Canada is continuing to press China to release Canadians Michael Kovrig and Michael Spavor. Both men were detained in China in December 2018 following Canada's arrest of Meng Wanzhou, a senior executive with the Chinese telecom giant Huawei. Meng is also the daughter of the company's founder.Canadian police detained Meng in Vancouver on a U.S. extradition request nine days before Kovrig and Spavor were arrested. The U.S. is seeking Meng's extradition on fraud charges and her extradition case is before the Canadian courts. Her arrest severely damaged relations between China and Canada.One month after Kovrig and Spavor were arrested, China sentenced Canadian Robert Lloyd Schellenberg to death in a sudden retrial. Schellenberg already had been sentenced to a 15-year jail term for drug smuggling.All three moves were widely seen as punishment for Canada's arrest of Meng Wanzhou.Today, Canadian Ambassador to China Dominic Barton was granted virtual consular access to Schellenberg; because of the provisions in the Privacy Act, the government disclosed no further information.Podcast - Sanctioned: The Arrest of a Telecom GiantSchellenberg was first detained on Dec. 2, 2014. Canadian officials were granted regular consular access to him until January 22, 2020.""I continue to call for the immediate release of Michael Kovrig and Michael Spavor, and for clemency for Robert Schellenberg, as we do for all Canadians facing the death penalty,"" said Foreign Affairs Minister François-Philippe Champagne in a statement.",0.0,0.3024102564102564
19,CBC Gem - The Passionate Eye - China's Tech Revolution,"Is a new wave of innovators and entrepreneurs transforming China, and the world? Presenter Reggie Yates travels to Shenzhen, China's 'City of the Future.'",2020-09-08T07:12:13.000Z,http://gem.cbc.ca/media/the-passionate-eye/season-/episode-152/38e815a-0124480f334,Not Text Type,0.0,1.0
20,Canada and China's rocky relationship,UBC China Council executive director Yves Tiberghien speaks with Stephen Quinn about whether or not the two countries can work together beyond the response to the coronavirus.,2020-02-10T15:45:23.000Z,http://www.cbc.ca/player/play/1695884867571,Not Text Type,0.0,1.0
21,Bamboo supplies dwindling: Calgary Zoo hopeful pandas will be China-bound soon | CBC News,"The Calgary Zoo says it's hopeful two giant pandas will be able to return home soon to China, where bamboo supplies are abundant.",2020-09-25T20:48:08.000Z,http://www.cbc.ca/news/canada/calgary/giant-pandas-calgary-zoo-er-shun-da-mao-1.5739724,"The Calgary Zoo says it's hopeful two giant pandas will be able to return home soon to China, where bamboo supplies are abundant.The zoo said in May that it would be sending the pair back early because the COVID-19 pandemic was making it difficult to source the plant that makes up 99 per cent of their diet. Each adult giant panda consumes approximately 40 kilograms of bamboo daily.But international permits to transport the pandas to China were also stymied by the pandemic, and the zoo raised concerns last month about the animals' well-being.The zoo says international permit approvals are now underway and it's cautiously optimistic it will be able to confirm a flight to China for the pandas soon.It says it has secured a supply of fresh bamboo from across North America in anticipation of its Canadian supply running out this month.The zoo says the bamboo hunt has been all-consuming and expensive, but the zoo is committed to doing everything it needs to to ensure the pandas are healthy.Er Shun and Da Mao arrived in Calgary in 2018, along with cubs Jia Panpan and Jia Yueyue, after spending five years at the Toronto Zoo. The cubs were sent to China in January and their parents were to remain in Calgary until 2023.",0.007142857142857133,0.4797619047619047
22,China's Tech Revolution | CBC News,"Is a new wave of innovators and entrepreneurs transforming China, and the world? Presenter Reggie Yates travels to Shenzhen, China’s ‘City of the Future.’",2020-02-02T03:00:00.000Z,http://www.cbc.ca/news/china-s-tech-revolution-1.5449639,Not Text Type,0.0,1.0
23,Trudeau questioned on Taiwan vs China,Prime Minister Justin Trudeau spoke with reporters on Friday.,2020-05-08T16:36:34.000Z,http://www.cbc.ca/player/play/1735478851932,Not Text Type,0.0,1.0
24,China's 'wet markets' explained | CBC Radio,"The COVID-19 pandemic has pushed China’s ""wet markets"" into the spotlight — causing both controversy and misinformation. So, what are wet markets and why are experts calling for a complete ban?",2020-04-20T09:23:42.000Z,http://www.cbc.ca/radio/frontburner/china-s-wet-markets-explained-1.5537952,"Scientists are still trying to determine the origin of the coronavirus that causes COVID-19, but a predominant theory is that it began in a ""wet market"" in Wuhan, China. This has put the spotlight on China's wet markets, with growing calls to shut them down entirely. But, what are these wet markets, what makes them so controversial — and why do some think a ban is the only answer?Today on Front Burner, we take a deep dive into China's world of wet markets with Peter Li, China policy specialist for the Humane Society International.Subscribe to Front Burner on your favourite podcast app.Listen on Google PodcastsListen on Apple PodcastsListen on Spotify ",-0.0006172839506172848,0.5404320987654322
25,"China, top global emitter, aims to go carbon-neutral by 2060 | CBC News",Chinese President Xi Jinping says his country will aim to stop adding to the global warming problem by 2060.,2020-09-23T13:01:48.000Z,http://www.cbc.ca/news/technology/china-carbon-neutral-1.5735172,"Chinese President Xi Jinping says his country will aim to stop adding to the global warming problem by 2060.Xi's announcement during a speech Tuesday to the UN General Assembly is a significant step for the world's biggest emitter of greenhouse gases.Calling for a ""green revolution,"" Xi said the coronavirus pandemic had shown the need to preserve the environment.""Humankind can no longer afford to ignore the repeated warnings of nature,"" he said.Citing the Paris Agreement that he and former U.S. President Barack Obama helped forge in 2015, Xi said his country would raise its emissions reduction targets with ""vigorous policies and measures.""""We aim to have CO2 emissions peak before 2030 and achieve carbon neutrality before 2060,"" he said.The term ""carbon neutrality"" means releasing no additional CO2 into the atmosphere, though technically it allows countries to keep emitting if they ensure that an equal amount is captured again in some form.The announcement was cheered by climate campaigners. Greenpeace executive director Jennifer Morgan called it ""an important signal"" that showed climate change is ""top of agenda for China.""""A big shift for curbing emissions and a significant step forward in international cooperation"" U.N. climate chief Patricia Espinosa said.The goal will be a challenge for China, which relies heavily for its electricity on coal, one of the most carbon-intensive fossil fuels.China released the equivalent of 10 billion tonnes of carbon dioxide, or CO2, into the atmosphere in 2018, according to the Global Carbon Project that tracks emissions worldwide. That was almost twice as much as the United States and three times as much as the European Union.Several other major emitters have set earlier deadlines, with the EU aiming to be carbon neutral by 2050. Frans Timmermans, who leads the EU executive's efforts on climate change, welcomed Xi's announcement.""We need decisive action from every country to keep temperatures under control, tackle climate change and keep our planet inhabitable,"" he said.The United States has so far not set such a goal. President Donald Trump, who once described climate change as a hoax invented by China, has started the process of pulling the U.S. out of the Paris accord.If China fulfills Xi's goal, it could prevent 0.2 to 0.4 C further warming for the world, according to ""very rough estimates"" by MIT management professor John Sterman, who models and tracks emission reductions and pledges with Climate Interactive.But much depends on how they do their emissions reduction and how soon they cut them, he said, adding he has to do a more thorough analysis.""That's a lot,"" Sterman said. ""China's by far the world's big emitter. They're emitting more than the EU and US together.""""It puts a lot more pressure on the United States,"" Sterman said.Perhaps even more important than the carbon neutrality pledge is the effort to peak carbon dioxide emissions before 2030 instead of by 2030, Sterman said. Carbon dioxide's more than 100-year lifetime in the air makes earlier emission cuts more effective than promises in the future, he said.""Emissions that don't happen between now and 2030 are going to reduce warming a lot more than the same emission reductions after 2060,"" Sterman said.However, pledges are not the same as actions. What's needed is signs of action, such as eliminating plans to build new coal-fired power plants, cutting subsidies for coal power and getting off coal entirely, Sterman said. Coal is the biggest carbon dioxide emitter of power sources.Twenty-nine nations before China have pledged to achieve climate neutrality in different years, according to the Carbon Neutrality Coalition. They include Canada.With China, the 30 countries that have some kind of carbon neutrality pledges, account for about 43 per cent of the world's carbon dioxide emissions from the burning of fossil fuels. The largest polluting countries not on the list are the United States, India, Russia, Iran, Saudi Arabia, Indonesia, South Africa, Turkey, Brazil and Australia.",0.14487727272727274,0.42899090909090903
